site_name,subsite,year,treatment,plot,doy,OTCWinterRemoval,OTC_period
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC11,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC12,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC13,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC14,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC15,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC16,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC17,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC18,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC19,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC20,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC21,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC22,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC23,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,CTL,ADC24,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE01,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE02,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE03,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE04,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE05,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE06,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE07,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE08,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE09,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE10,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE11,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE12,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE13,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE14,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE15,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE16,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE17,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE18,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE19,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE20,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE21,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE22,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE23,153,Y,SO
ATQASUK,ATQASUK.AD.RH,1998,OTC,ADE24,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC01,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC02,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC03,157,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC04,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC05,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC06,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC07,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC08,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC09,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC10,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC11,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC12,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC13,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC14,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC15,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC16,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC17,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC18,157,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC19,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC20,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC21,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC22,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC23,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,CTL,ADC24,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE01,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE02,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE03,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE04,157,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE05,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE06,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE07,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE08,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE09,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE10,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE11,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE12,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE13,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE14,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE15,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE16,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE17,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE18,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE19,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE20,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE21,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE22,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE23,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2001,OTC,ADE24,155,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC01,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC02,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC03,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC04,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC05,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC06,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC07,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC08,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC09,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC10,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC11,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC12,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC13,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC14,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC15,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC16,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC17,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC18,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC19,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC20,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC21,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC22,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC23,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,CTL,ADC24,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE01,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE02,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE03,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE04,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE05,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE06,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE07,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE08,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE09,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE10,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE11,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE12,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE13,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE14,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE15,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE16,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE17,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE18,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE19,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE20,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE21,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE22,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE23,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2002,OTC,ADE24,140,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC01,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC02,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC03,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC04,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC05,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC06,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC07,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC08,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC09,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC10,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC11,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC12,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC13,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC14,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC15,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC16,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC17,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC18,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC19,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC20,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC21,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC22,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC23,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,CTL,ADC24,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE01,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE02,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE03,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE04,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE05,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE06,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE07,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE08,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE09,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE10,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE11,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE12,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE13,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE14,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE15,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE16,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE17,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE18,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE19,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE20,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE21,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE22,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE23,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2003,OTC,ADE24,156,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC01,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC02,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC03,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC04,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC05,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC06,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC07,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC08,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC09,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC10,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC11,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC12,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC13,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC14,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC15,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC16,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC17,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC18,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC19,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC20,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC21,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC22,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC23,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,CTL,ADC24,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE01,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE02,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE03,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE04,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE05,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE06,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE07,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE08,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE09,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE10,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE11,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE12,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE13,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE14,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE15,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE16,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE17,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE18,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE19,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE20,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE21,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE22,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE23,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2005,OTC,ADE24,159,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC01,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC02,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC03,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC04,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC05,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC06,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC07,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC08,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC09,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC10,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC11,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC12,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC13,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC14,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC15,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC16,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC17,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC18,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC19,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC20,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC21,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC22,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC23,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,CTL,ADC24,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE01,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE02,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE03,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE04,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE05,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE06,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE07,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE08,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE09,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE10,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE11,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE12,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE13,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE14,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE15,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE16,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE17,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE18,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE19,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE20,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE21,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE22,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE23,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2006,OTC,ADE24,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC01,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC02,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC03,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC04,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC05,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC06,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC07,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC08,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC09,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC10,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC11,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC12,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC13,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC14,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC15,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC16,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC17,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC18,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC19,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC20,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC21,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC22,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC23,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,CTL,ADC24,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE01,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE02,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE03,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE04,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE05,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE06,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE07,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE08,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE09,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE10,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE11,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE12,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE13,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE14,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE15,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE16,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE17,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE18,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE19,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE20,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE21,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE22,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE23,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2007,OTC,ADE24,153,Y,SO
ATQASUK,ATQASUK.AD.RH,2008,CTL,ADC01,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2008,CTL,ADC02,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2008,CTL,ADC03,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2008,CTL,ADC04,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2008,CTL,ADC05,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2008,CTL,ADC06,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2008,CTL,ADC07,145,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC01,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC02,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC03,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC04,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC05,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC06,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC07,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC08,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC09,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC10,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC11,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC12,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC13,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC14,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC15,142,Y,SO
ATQASUK,ATQASUK.AD.RH,2011,CTL,ADC16,142,Y,SO
